чего́,why (coll),,,
бума́жка,piece of paper; banknote,g pl бумажек,,
вал,billow; rampart; gross output (econ),nom pl валы,,
вина́,guilt,,,
волнение,agitation; disturbance,,,
воскресе́нье,Sunday,,,
впосле́дствии,subsequently,,,
выяснять/выяснить,"to clarify, establish",,,
гля́нуть,to glance (at),,,
гости́ница,hotel,,,
двигаться/двинуться,to move,,,
до́лжно,one ought to,,,
до́лжно,probably,,,
драться/по-,to fight; have a fight with,"i дерусь, дерёшься, past дрался, дралась",,
запоминать/запомнить,"to commit to memory, memorize",,,
звено,link,nom pl звенья,,
изда́тельство,publishing house,,,
интеллиге́нция,intelligentsia; professional people,,,
командование,command,,,
крепостно́й,serf,,,
логика,logic,,,
наси́лие,"violence, force",,,
наступать/наступить,"to advance; begin; tread on; come (of time, seasons)","p наступлю, наступишь; Наступило лето Summer came",,
небесный,"heavenly, celestial",,,
независимый,independent,,,
огон(ё)к,light,g sg огонька,,
освобождать/освободить,"to liberate, free","p освобожу, освободишь",,
отпуск,leave (from work),Директор в отпуске The director is on holiday,,
переговоры,negotiations,g pl переговоров,,
пиджа́к,jacket,g sg пиджака,,
плотный,compact; solid,плотный обед filling meal,,
поддерживать/поддержать,to support,"p поддержу, поддержишь",,
полка,shelf,g pl полок,,
посторонний,"outside, not directly involved; outsider",Вход посторонним воспрещён Private,,
поэти́ческий,poetic,,,
преступле́ние,crime,,,
пропадать/пропасть,"to vanish, be lost, p: go missing","p: пропаду, пропадёшь, past пропал, пропала",,
размах,"scope, range, scale",,,
ра́нний,early,,,
расход,expenditure,,,
рейс,journey (of vehicle),,,
решающий,"deciding, decisive",,,
серия,series,,,
стальной,steel (adj),,,
тру́женик,"toiler, worker",,,
целиком,entirely,,,
а́вгуст,August,,,
аэродром,"aerodrome, airfield",на аэродроме at an airfield,,
бесполе́зный,useless,,,
бесчисленный,innumerable,,,
бледный,pale,,,
внача́ле,at first,,,
внизу,below,,,
заду́мчивый,"thoughtfully, pensively",,,
моти́в,motive; motif,,,
наливать/налить,"to pour out, fill","p налью, нальёшь, past налил, налила, налило, imperative налей(те)",,
нападе́ние,attack,,,
направляться/направиться,"to make for, head for","i направляюсь; p направлюсь, направишься",,
напряжённый,tense,,,
непра́вда,untruth; untrue,,,
никуда́,nowhere,,,
обманывать/обмануть,to deceive,"p обману, обманешь",,
одинокий,solitary,,,
осе́нний,autumn (adj),,,
основывать/основать,to found,"p осную, оснуёшь",,
откладывать/отложить,to put aside; postpone,"отложу, отложишь",,
по́здний,late,,,
полоска,strip,g pl полосок,,
посту́пок,"action, act",,,
пристань,"jetty, pier, wharf",g pl пристаней,,
разворачивать/развернуть,to unfold; develop; expand,,,
разбирать/разобрать,"to take to pieces; make out, sort out, understand","p разберу, разберёшь, past разобрал, разобрала, разобрало",,
ра́неный,wounded,,,
скорый,fast,скорый поезд fast train,,
сосредоточивать/сосредоточить,to concentrate (sth on sth),p сосредоточить внимание на +pr to concentrate attention on sth,,
сотрудник,"employee, official",,,
столе́тие,century,,,
страдать/по-,to suffer,,,
темно́,(it’s) dark,,,
удивляться/удивиться,to be surprised (at),"i удивляюсь; p удивлюсь, удивишься",,
учительница,teacher (f),,,
финансовый,financial,,,
ча́йник,teapot; kettle,,,
экран,screen,,,
бесцветный,colourless,,,
биогра́фия,biography,,,
блеск,shine,,,
бо́жий,God’s,"f божья, n божье",,
боль,pain,,,
верста,verst (slightly over a kilometre),"nom pl вёрсты, g pl вёрст",,
воображе́ние,imagination,,,
вчера́шний,yesterday’s,,,
гро́зный,threatening,,,
домик,cottage,,,
закат,sunset,,,
заметка,"mark, (written) note",g pl заметок,,
квартал,block (of buildings); quarter of year,,,
ку́кла,doll,g pl кукол,,
ле́тний,summer (adj),,,
ловить/поймать,to catch,"i ловлю, ловишь",,
модель,model (of sth),,,
называемый,called,так называемый so-called,,
наро́чно,deliberately,,,
окончание,"end, ending",,,
отнюдь,not at all,,,
пластинка,(gramophone) record; flat piece of metal or other material,g pl пластинок,,
плыть/по-,to sail; swim,"i плыву, плывёшь, past плыл, плыла, плыло",,
подбирать/подобрать,to pick up; select,"p подберу, подберёшь, past подобрал, подобрала, подобрало",,
поми́мо,apart from,,,
последующий,"subsequent, following",,,
целовать/по-,to kiss,"i: целую, целуешь; p поцелую, поцелуешь",,
превращать/превратить,"to convert, turn (into)","p превращу, превратишь",,
пуля,bullet,g pl пуль,,
пье́са,play (theatre),,,
руба́ха,shirt,,,
руководить,"to manage, supervise","i руковожу, руководишь",,
сверкать,to sparkle,,,
серебряный,silver (adj),,,
слушаться/по-,to obey,,,
сорт,"grade, quality",nom pl сорта; высший сорт top quality,,
спасение,"salvation, rescue",,,
стиль,style,,,
стимул,stimulus,,,
строиться/по-,to be built,,,
сумасше́дший,mad,,,
то́-то,"that’s it, that’s right",,,
угрожать,to threaten (s.o.),,,
умение,ability,,,
фанта́стика,"fantastic, fantasy",научная фантастика science fiction,,
чтение,reading,,,
верх,top,nom pl верхи,,
включать/включить,to include; switch on,,,
внезапный,sudden,,,
вслух,aloud,,,
го́рдый,proud,,,
го́рький,bitter,,,
госпо́дство,"domination, supremacy",,,
делега́т,delegate,,,
дешёвый,cheap,,,
длительный,lengthy,,,
догонять/догнать,to catch up (with),"i догоняю; p догоню, догонишь, past догнал, догнала, догнало",,
естественный,natural,,,
за́яц,hare,g sg зайца,,
ко́ли,if (coll),= если (also коль),,
кора,"bark, rind, crust",no pl,,
летать/по-,to fly around,,,
лётчик,"pilot, airman",,,
луг,meadow,"pr sg на лугу, nom pl луга",,
мгновение,moment,,,
напро́тив,opposite; on the contrary,,,
незнако́мый,unfamiliar,,,
нерв,nerve,,,
публиковать/о-,to publish,i публикую,,
отдыхать/отдохнуть,to rest; have/take a holiday,,,
оценка,assessment,g pl оценок,,
поэ́зия,poetry,,,
предыдущий,preceding,,,
приве́тствовать,to greet,i приветствую,,
применяться/примениться,to be used; (к +d) adapt os (to),i применяюсь,,
разрушение,destruction,,,
ресурс,resource,,,
руга́ться,to swear,,,
сознательный,"(politically, socially) conscious; deliberate",,,
сравнивать/сравнить,to compare (sth with sth),,,
удовлетворе́ние,satisfaction,,,
уничтожение,"annihilation, destruction",,,
эй,hey! (attracting attention),,,
агре́ссор,aggressor,,,
бе́шеный,mad; furious,,,
бормотать/про-,to mumble,"i бормочу, бормочешь",,
вдали,in the distance,,,
ведро,bucket,"nom pл вёдра, g pл вёдер",,
всеми́рный,"world, worldwide",,,
вырываться/вырваться,to tear oneself away,"p вырвусь, вырвешься",,
высказывать/высказать,to express,"p выскажу, выскажешь",,
выставка,exhibition,g pl выставок; на выставке at an exhibition,,
дневной,day (adj),,,
довод,argument (for sth),,,
дожидаться/дождаться,to wait (for),"p дождусь, дождёшься, past дождался, дождалась",,
доказательство,proof,,,
железнодорожный,railway (adj),,,
выходить/выйти,to marry a husband,,,
замысел,"scheme, idea",,,
зона,zone,,,
игрок,player,g sg игрока,,
исключительный,exceptional,,,
ию́нь,June,,,
коро́ль,king,g sg короля,,
лавка,bench; small shop,g pl лавок,,
людско́й,human (adj),,,
наносить/нанести,"to inflict (sth on s.o.), pile up","i наношу, наносишь; p нанесу, нанесёшь, past нанёс, нанесла",,
насто́йчиво,insistently,,,
нело́вко,awkwardly,,,
обеспечение,"securing, providing, provision (with)",,,
обмен,exchange,,,
объясняться/объясниться,to make os understood; be explained; explain os,i объясняюсь,,
окружающий,surrounding,,,
оправдывать/оправдать,to justify; acquit,,,
освобождаться/освободиться,to free os; become free,"p освобожусь, освободишься",,
отказ,refusal,,,
открове́нно,frankly,,,
отзываться/отозваться,to respond to; affect; (o +pr) express a view of; give an opinion of,"p отзовусь, отзовёшься, past отозвался, отозвалась",,
подробность,detail,,,
полагаться/положиться,to rely (on),"p положусь, положишься",,
постель,"bedding, bed",,,
превышать/превысить,to exceed,"p превышу, превысишь",,
привы́чный,customary,,,
приглашать/пригласить,to invite,"p приглашу, пригласишь",,
прови́нция,province; provinces,,,
прохаживаться/пройтись,to take a walk,"p пройдусь, пройдёшься, past прошёлся, прошлась",,
различие,difference,,,
ра́нить,"to wound, injure",i/p,,
склон,slope,,,
сохранение,preservation,,,
тесно,tightly; crowded,,,
тетра́дь,exercise book,,,
топор,axe,g sg топора,,
трогать/тронуть,to touch,"p трону, тронешь",,
тща́тельно,thoroughly,,,
угрю́мый,gloomily,,,
упо́рный,persistent,,,
шкаф,cupboard,pr в/на шкафу,,
щель,"chink, fissure, slot",,,
юг,south,на юге in the south,,
япо́нский,Japanese (adj),,,
балко́н,balcony,,,
бокал,wineglass,,,
бродить/по-,to wander,"i брожу, бродишь",,
во́время,on time,,,
волновать/вз-,"to worry, excite, disturb (s.o.)",i волнует,,
всерьёз,seriously,,,
вход,entrance,,,
гроб,coffin,"pr sg в гробу, nom pl гробы",,
де́вка,girl (coll),g pl девок,,
действующий,functioning,действующий вулкан active volcano,,
делега́ция,delegation,,,
десятый,tenth,,,
заме́тный,noticeable,,,
заранее,in advance,,,
защи́тник,defender,,,
звон,ringing,,,
исполнять/исполнить,"to carry out, fulfil;  perform",i исполняю,,
како́й-нибудь,any,,,
кандидат,candidate,,,
кирпич,brick,g sg кирпича,,
краткий,short,,,
куча,heap,,,
лидер,leader,,,
ложка,spoon,g pl ложек,,
любоваться/по-,to admire,i любуюсь; p полюбуюсь,,
мину́вший,past,,,
направо,to the right,,,
невозможный,impossible,,,
не́нависть,hate,,,
нитка,thread,g pl ниток,,
обще́ственность,the public,,,
окончательный,final,,,
отражать/отразить,to reflect; repulse,"p отражу, отразишь",,
отча́яние,despair,,,
охо́тно,willingly,,,
па́сха,Easter,на пасху at Easter,,
письменный,written; writing (adj),в письменном виде in written form; письменный стол desk,,
по-ви́димому,seemingly,,,
поко́нчить,"to finish (with), do away with",no i,,
почта,"post office; post, mail",на почте at the post office,,
премия,bonus; prize,,,
препятствие,obstacle,,,
призывать/призвать,"to summon, appeal","p призову, призовёшь, past призвал, призвала, призвало",,
природный,natural,,,
происхождение,origin,,,
проникать/проникнуть,to penetrate (sth),"p past проник, проникла",,
ровный,"level; even, equal",,,
самолю́бие,"pride, self-esteem",,,
светить,to shine,i светит,,
свидетельство,evidence; certificate,,,
совершаться/совершиться,to be accomplished,,,
суть,essence,суть дела the heart of the matter,,
убеждение,"conviction, belief",,,
удерживать/удержать,"to hold back, retain; hold onto; restrain","p удержу, удержишь",,
ценить,to value,"i ценю, ценишь",,
благода́рный,grateful,,,
воспитывать/воспитать,"to educate, bring up",,,
вспыхивать/вспыхнуть,"to blaze up, flare up",,,
в-тре́тьих,thirdly,,,
выгонять/выгнать,"to expel, drive out","i выгоняю, выгоняешь; p выгоню, выгонишь",,
вытягивать/вытянуть,to stretch out,,,
ге́ний,genius,,,
герои́ческий,heroic,,,
зарабатывать/заработать,to earn,,,
изво́лить,"to wish, desire; deign","i изволю, изволишь; Извольте выйти Kindly leave",,
интересовать/за-,to interest,i интересует; p заинтересует,,
ишь,look (drawing attention to sth) (coll),Ишь какой грязный! Look how dirty it is!,,
класси́ческий,classical,,,
кли́мат,climate,,,
марш,march,,,
медве́дь,bear,,,
мра́чный,"gloomy, baleful",,,
наполнять/наполнить,to fill,i наполняю,,
неда́вний,recent,,,
неизбе́жно,inevitably,,,
неподвижный,motionless,,,
освещение,illumination,,,
оттенок,"shade, nuance",,,
папка,"file, folder",g pl папок,,
повышать/повысить,to raise,"p повышу, повысишь",,
пона́добиться,to be necessary,p понадобится; если понадобится if necessary,,
приступать/приступить,"to get down to, start on","p приступлю, приступишь",,
продолжение,continuation,Продолжение следует То be continued,,
проявление,"manifestation, display",,,
публика,public,,,
будить/раз-,"to wake, rouse","p разбужу, разбудишь",,
разница,difference,no pl,,
решётка,"grating, grille, railings",g pl решёток,,
свинья́,pig,"nom pl свиньи, g pl свиней, d pl свиньям",,
свистеть/свистнуть,to whistle,"i свищу, свистишь",,
скромный,modest,,,
слегка,slightly,,,
сме́ртный,fatal; mortal,,,
снижение,lowering,,,
сочетание,combination,,,
тряпка,rag,g pl тряпок,,
философский,philosophical,,,
ца́рство,kingdom,,,
этаж,"floor, storey",g sg этажа,,
банк,bank (for money),,,
блесте́ть,to shine,"i блещу, блестишь or блещешь",,
бра́тец,"old man, mate (form of address)",,,
вели́чие,greatness,,,
голо́дный,hungry,,,
гро́мкий,loud,,,
дважды,twice,,,
ежего́дно,annually,,,
запасной,"spare, reserve",or запасный,,
запись,recording; written record,,,
засыпа́ть,"to fill sth, cover sth with sth",p: засы́пать,,
знакомство,"acquaintance (with), knowledge (of)",,,
избирать/избрать,"to choose, elect; select","p изберу, изберёшь, past избрал, избрала, избрало",,
и́зредка,occasionally,,,
имущество,"property, possessions",,,
ко́сть,bone,g pl костей,,
манера,manner,,,
несча́стье,misfortune,,,
нетрудно,(it’s) not difficult,,,
орке́стр,orchestra,,,
отдалённый,"distant, remote",,,
открове́нный,frank,,,
ошибаться/ошибиться,to make a mistake,"p ошибусь, ошибёшься; past ошибся, ошиблась",,
пёстрый,"many-coloured, motley",,,
вешать/повесить,to hang,"p повешу, повесишь",,
помещать/поместить,"to accommodate, place","p помещу, поместишь",,
предположение,supposition,,,
предупреждать/предупредить,"to warn (s.o. about sth), tell in advance","p предупрежу, предупредишь",,
проживать/прожить,to reside; (p) live for a specified period,"p проживу, проживёшь, past прожил, прожила, прожило",,
пятьсо́т,five hundred,"g пятисот, d пятистам, inst пятьюстами, pr пятистах",,
равенство,equality,,,
рассуждать,to reason; (o +pr) discuss,,,
сза́ди,from behind,,,
сиби́рский,Siberian (adj),,,
скатерть,tablecloth,g pl скатертей,,
сми́рно,quietly,,,
соображение,"consideration, reason",из соображений безопасности for security reasons,,
специа́льно,specially,,,
стрела,arrow,nom pl стрелы,,
струя,"jet, stream","nom pl струи, g pl струй, d pl струям",,
узел,knot; junction; bundle,g sg узла,,
усме́шка,slight smile; sneer; smirk,g pl усмешек,,
успешный,successful,,,
учебный,educational,,,
я́блоко,apple,"nom pl яблоки, g pl яблок",,
аккура́тно,thoroughly; tidily,,,
бе́дствие,disaster,,,
ближний,near,,,
бытовой,"social, everyday",,,
введение,introduction,,,
владеть/о-,to possess; have command of; to master,"владею, владеешь; Она владеет пятью языками She speaks five languages",,
возрастать/возрасти,to grow,"p возрасту, возрастёшь; past возрос, возросла",,
гаснуть/по-,"to go out, be extinguished, fade","i гасну, гаснешь, past гас, гасла",,
данные,data; qualities,(pl),,
деви́ца,girl,,,
дневник,diary,g sg дневника,,
дружественный,friendly,,,
заведующий,"manager, head (of)",,,
иссле́дователь,researcher,,,
истинный,true,,,
картинка,"picture, illustration",g pl картинок,,
когда́-нибудь,ever; some day,,,
коса,plait; scythe,nom pl косы; (а косу) plait; (а косу) scythe,,
кошка,cat (f),g pl кошек,,
кри́зис,crisis,,,
кусочек,small piece,,,
мили́ция,police,,,
молния,lightning,,,
мышь,mouse,g pl мышей,,
намерение,intention,,,
натура,"nature, character",,,
оканчивать/окончить,to finish; graduate (from),,,
отчёт,report,,,
поворачиваться/повернуться,to turn round,,,
повышенный,raised,,,
поли́тик,politician,,,
почётный,respected,,,
преодолевать/преодолеть,to overcome,"p преодолею, преодолеешь",,
продавать/продать,to sell,"i продаю, продаёшь; p продам, продашь, продаст, продадим, продадите, продадут, past продал, продала, продало",,
прохо́жий,passer-by,,,
прыгать/прыгнуть,to jump,,,
пугать/ис-,to frighten,,,
пы́льный,dusty,,,
росси́йский,Russian (of Russia),,,
ругать/вз-,"to abuse, scold",вз-/из-/об- р,,
сва́дьба,wedding,g pl свадеб,,
сла́дкий,sweet,,,
станок,"machine, machine tool",печатные станки printing presses,,
ску́ка,boredom,,,
сне́жный,"snow (adj), snowy",,,
сокращение,reduction; abbreviation,,,
солда́тский,soldier’s,,,
суббо́та,Saturday,,,
таи́нственный,mysterious,,,
толкать/толкнуть,"to push, shove",,,
ущерб,damage,в ущерб +d to the detriment of,,
хи́трый,cunning,,,
че́стно,honestly,,,
чино́вник,bureaucrat; official,,,
штаны́,trousers,g pl штанов,,
буфет,snackbar,,,
быстрота,speed,,,
вынуждать/вынудить,"to force, compel","p вынужу, вынудишь",,
выходной,exit (adj),выходной день day off,,
заботиться/по-,"to worry about, concern os with, look after; take care of","i забочусь, заботишься",,
завидовать/по-,to envy,"i завидую, завидуешь",,
закуривать/закурить,"to start smoking, light up (cigarette etc.)","p закурю, закуришь",,
зарубе́жный,foreign,,,
импе́рия,empire,,,
испытывать/испытать,to test; experience,,,
камера,"chamber, room, cell",,,
категория,category,,,
колхо́зник,collective farmer,,,
колхо́зный,collective farm (adj),,,
ложь,"lie, lies",no pl,,
ми́лость,favour,Милости просим! Welcome!,,
монета,coin,,,
мчаться/по-,to rush,"i мчусь, мчишься",,
мышление,thinking,,,
небо́сь,probably (coll),,,
определяться/определиться,"to be determined, be defined",i определяется,,
пасть,"maw, jaws (of animal)",,,
подходящий,suitable,,,
пожимать/пожать,"to press, squeeze","i пожимать руку +d to shake s.o.’s hand; p пожму, пожмёшь",,
поздравлять/поздравить,to congratulate (s.o. on sth),"i поздравляю; p поздравлю, поздравишь",,
поперёк,across,стоять поперёк дороги to be in the way; вдоль и поперёк far and wide,,
поручать/поручить,to entrust sth to s.o.,"p поручу, поручишь",,
прижимать/прижать,"to press, clasp (sth to sth)","p прижму, прижмёшь",,
проти́вный,disgusting(ly),,,
проявлять/проявить,"to display, manifest","i проявляю; проявлять инициативу to show initiative; p проявлю, проявишь",,
ра́бство,slavery,,,
ра́достно,joyfully,,,
резать/по-,to cut,"i режу, режешь; по-/на-/раз- р",,
сантиметр,centimetre,,,
сверх,above,,,
свиде́тель,witness,,,
седо́й,grey (of hair),,,
скот,cattle,g sg скота,,
скрываться/скрыться,"to hide os, vanish",,,
сырой,damp; raw,сырое мясо raw meat,,
та́ктика,tactics,no pl,,
телефонный,telephone (adj),,,
течь/по-,to flow; begin to flow,"i теку, течёшь, текут; past тёк, текла",,
течь,leak,дать течь to spring a leak,,
тупик,"cul-de-sac, dead-end",тупика,,
уве́ренно,confidently,,,
усмехаться/усмехнуться,"to smile slightly, give a short laugh","p: усмехнусь, усмехнёшься",,
утверждение,assertion; confirmation,,,
хлопать/хлопнуть,"to bang, slap, clap",,,
холод,cold,,,
шептать/шепнуть,to whisper,"i шепчу, шепчешь",,
эффект,effect,,,
ай,"oh! (expressing fear, surprise)",,,
бельё,linen,нижнее бельё underwear,,
берёза,birch,,,
борода́тый,bearded,,,
ведущий,leading; (as noun) presenter (of programme),,,
визи́т,official visit,,,
возмущение,indignation,,,
возражать/возразить,to object (to),"p возражу, возразишь",,
восклицать/воскликнуть,to exclaim,,,
выделяться/выделиться,to stand out (from),,,
выпадать/выпасть,to fall out (of),"p выпаду, выпадешь; past выпал, выпала",,
где́-нибудь,anywhere,,,
горшок,pot,,,
гроза,thunderstorm,nom pl грозы,,
гру́стный,sad,,,
доноситься/донестись,to reach (sounds etc.),"i доносится; p донесётся, past донёсся, донеслась",,
единица,unit,,,
жа́дный,greedy,,,
забирать/забрать,to take hold of; take away,"p заберу, заберёшь, past забрал, забрала, забрало",,
задавать/задать,"to set, assign (sth to s.o.)","i задаю, задаёшь; задавать вопрос to ask а question; p задам, задашь, задаст, зададим, зададите, зададут, past задал, задала, задало",,
задерживаться/задержаться,to be delayed,"p задержусь, задержишься",,
закладывать/заложить,"to put behind; lay down, found; (+inst) block (with); pawn, mortgage","p заложу, заложишь",,
занаве́ска,curtain,g pl занавесок,,
запирать/запереть,to lock,"p запру, запрёшь; past запер, заперла, заперло",,
издавать/издать,to publish; emit,"i издаю, издаёшь; p издам, издашь, издаст; издадим, издадите, издадут, past издал, издала, издало",,
испу́ганный,fearfully,,,
како́в,"what, what kind of","f какова, п каково, pl каковы; Каков он? What’s he like?",,
люби́тель,amateur; lover (of sth),любитель музыки music lover,,
мебель,furniture,no pl,,
медленный,slow,,,
наря́дный,well-dressed,,,
неизбе́жный,inevitable,,,
ненавидеть/воз-,to hate,"i ненавижу, ненавидишь",,
обсуждать/обсудить,to discuss,"p обсужу, обсудишь",,
опираться/опереться,to lean on,"p обопрусь, обопрёшься, past опёрся, оперлась",,
освещать/осветить,to illuminate,"p освещу, осветишь",,
отворачиваться/отвернуться,to turn away (from),,,
отрицать,to deny,,,
перевод,translation; transfer,,,
плата,payment,,,
подвергаться/подвергнуться,"to undergo, be subjected to",,,
подымать/поднять,to raise (coll),= поднимать i,,
по́лно,lots (of) (coll),Было полно народа There were lots of people,,
по́лно,that’s enough; full,Полно жаловаться Stop complaining,,
положительный,positive,,,
попадаться/попасться,to be caught; turn up,"p попадусь, попадёшься, past попался",,
преследовать,to pursue; persecute,"i преследую, преследуешь",,
пресса,the press,,,
прокуро́р,prosecutor,,,
просторный,spacious,,,
раздаваться/раздаться,to resound,"i раздаётся; p раздастся, past раздался, раздалась",,
разработка,"elaboration, working out; design; mining",,,
разумный,sensible,,,
рамка,frame,g pl рамок,,
расширение,expansion,,,
сверкающий,sparkling,,,
семна́дцать,seventeen,,,
сло́вом,in short,,,
складывать/сложить,"to pile up, put together; fold up; add up; put down","p сложу, сложишь",,
срывать/сорвать,to tear off; wreck,"p сорву, сорвёшь, past сорвал, сорвала, сорвало",,
табак,tobacco,g sg табака,,
тепе́решний,present (adj) (coll),,,
уголок,"corner, nook",,,
учёт,calculation; stock-taking; registration,,,
фон,background,,,
фонд,fund; stock,,,
фунт,pound (money or weight),,,
халат,"dressing-gown; overall, white coat",,,
четы́рнадцать,fourteen,,,
электростанция,power station,,,
африка́нский,African (adj),,,
ба́рин,"landowner, barin; gentleman","nom pl баре or бары, g pl бар",,
ба́рышня,young lady,g pl барышень,,
больший,bigger,,,
вдвое,double,вдвое больше twice as much,,
ветка,branch,g pl веток,,
владёлец,owner,g sg владельца,,
волк,wolf,"nom pl волки, g pl волков",,
выдумывать/выдумать,"to invent, fabricate, make up",,,
выигрывать/выиграть,to win,,,
выясняться/выясниться,to become clear,,,
гнев,anger,,,
давний,long-ago (adj),,,
денежный,"money (adj), monetary",,,
добывать/добыть,"to get, obtain","p добуду, добудешь, past добыл, добыла, добыло",,
дра́ка,"fight, brawl",,,
живо́т,"belly, stomach",g sg живота,,
закономерность,"regularity, law",,,
заслуга,"service, merit, achievement",,,
и́здали,from a distance,,,
иллю́зия,illusion,,,
качать/качнуть,"to rock, shake, swing",i качать головой to shake one’s head,,
квадратный,square (adj),,,
краса́вица,beautiful woman,,,
ла́сковый,"tender, affectionate",,,
минеральный,mineral (adj),минеральная вода mineral water,,
мя́гко,softly,,,
недалеко́,not far,Почта недалеко The post office is not far,,
облик,"look, appearance, image",,,
обломок,fragment,,,
одеяло,blanket,,,
опускаться/опуститься,"to lower os, sink","p опущусь, опустишься",,
осколок,splinter,,,
осуществлять/осуществить,"to carry out, accomplish, execute","i осуществляю; p: осуществлю, осуществишь",,
жить/по-,to live for a while,"p поживу, поживёшь, past пожил, пожила, пожило",,
помирать/помереть,to die (coll),"p помру, помрёшь; past помер, померла, померло",,
пораже́ние,defeat,,,
пра́здничный,festive,,,
предоставлять/предоставить,"to give, grant (sth to s.o.)","i предоставляю; p предоставлю, предоставишь",,
пропускать/пропустить,"to let through; omit, miss","пропущу, пропустишь",,
разведка,intelligence service; reconnaissance,,,
распространяться/распространиться,to spread,i распространяется,,
рубеж,boundary,g sg рубежа; g sg рубежа; за рубежом abroad,,
сарай,shed,,,
сия́ть,to shine,"i сияю, сияешь",,
советовать/по-,to advise (s.o.),"i советую, советуешь; p посоветую",,
совреме́нник,contemporary,,,
сок,juice,pr sg в соку,,
соображать/сообразить,"to realize, work out, think out, understand","p соображу, сообразишь",,
сопровождать,to accompany,,,
сохраняться/сохраниться,to be preserved,i сохраняюсь,,
структура,structure,,,
ступень,"step, rung; stage, level, grade",g pl ступеней,,
стыд,shame,g sg стыда,,
тайный,secret (adj),,,
угнетённый,oppressed,,,
усыпать/уснуть,to fall asleep,,,
у́тренний,morning (adj),,,
фило́соф,philosopher,,,
хо́лодно,coldly; it’s cold,,,
аудитория,auditorium,,,
база́р,"bazaar, market",,,
бронзовый,bronze (adj),,,
валяться/по-,to roll; lie about,"i валяюсь, валяешься",,
верёвка,rope; string,g pl верёвок,,
взволнованный,"anxious, agitated",,,
временный,temporary,,,
выбрасывать/выбросить,to throw out,"p выброшу, выбросишь",,
глу́по,stupidly,,,
долина,valley,,,
дополнительный,additional,,,
дуть/по-,to blow,"i дую, дуешь",,
жа́лкий,pitiful,,,
зажигать/зажечь,to set fire to,"p зажгу, зажжёшь, зажгут; past зажёг, зажгла",,
засыпать/заснуть,to fall asleep,,,
заставать/застать,to find (a person),"p застану, застанешь",,
здороваться/по-,to greet,i здороваюсь,,
изве́стие,piece of news,,,
и́скренний,sincere,,,
килогра́мм,kilogram,,,
кры́са,rat,,,
мелочь,"trifle, minor matter; small change (coins)",g pl мелочей,,
молодёжный,youth (adj),,,
мыть/по-,to wash,"i мою, моешь",,
недоста́точно,insufficient(ly); (+g) not enough,,,
немно́гие,few (people),,,
неприя́тный,unpleasant,,,
огород,kitchen-garden (for vegetables),,,
описывать/описать,to describe,"p опишу, опишешь",,
отреза́ть,to cut off,"p отре́зать, отре́жу, отре́жешь",,
охватывать/охватить,"to seize, envelop","p охвачу, охватишь",,
плёнка,"film, (recording) tape",g pl плёнок,,
подземный,underground (adj),,,
показываться/показаться,"to show os, be shown",,,
поро́й,"at times, occasionally",,,
поря́дочный,"decent, respectable",,,
прикрывать/прикрыть,"to screen, shelter (sth with sth)","p прикрою, прикроешь",,
прилагать/приложить,"to place in contact with; apply; add, attach (to)","i прилагать (все) усилия к +d to make every effort to; p приложу, приложишь; прикладывать i/прилагать i",,
разводить/развести,to separate; dissolve,"i развожу, разводишь; p разведу, разведёшь, past развёл, развела",,
разгля́дывать,to examine closely,no р,,
ро́ща,"small wood, copse",,,
случайный,"chance (adj), fortuitous",,,
сме́ло,boldly,,,
смущённо,with embarrassment,,,
создаваться/создаться,to be created; arise,i создаётся; p создастся,,
сохранять/сохранить,"to keep, preserve","i сохраняю, сохраняешь",,
спускаться/спуститься,"to go down, descend","p спущусь, спустишься",,
сумерки,"twilight, dusk",g pl сумерек,,
тяжесть,"weight, burden",,,
увеличиваться/увеличиться,to increase,,,
фаши́зм,Fascism,,,
автомашина,"car, vehicle",,,
беспоща́дный,merciless,,,
брак,"marriage; (no pl) defective product(s), reject(s)",,,
брошюра,brochure,,,
бугор,mound,,,
ве́чно,"eternally, always",,,
возить/по-,to transport (around/there and back),"i вожу, возишь",,
вплоть,right up to,,,
выделять/выделить,"to pick out; allot, assign","i выделяю, выделяешь",,
выезжать/выехать,to leave (by transport),"p выеду, выедешь",,
вытирать/вытереть,"to wipe, wipe dry","p вытру, вытрешь; past вытер, вытерла",,
газетный,newspaper (adj),,,
голосовать/про-,to vote (for/against),"i голосую, голосуешь",,
дуб,oak,nom pl дубы,,
жалоба,complaint (about),,,
заболевать/заболеть,to fall ill,,,
заводить/завести,"to take somewhere; start, start up; wind up","i завожу, заводишь; p заведу, заведёшь, past завёл, завела",,
закрытый,closed,,,
катиться/по-,to roll,"i качусь, катишься; Пот катился со лба Sweat was rolling down his forehead",,
книжный,book (adj); bookish,,,
крутить/за-,to twist,"i кручу, крутишь; за-/с-/по- p",,
ловко,"skilfully, deftly",,,
лопата,spade,,,
магнитофо́н,tape-recorder,,,
мастерство,"skill, craftsmanship",,,
му́жество,courage,,,
наверху́,above; upstairs,,,
награда,reward,,,
наряду́,"equally, alongside",,,
необыкновенный,unusual,,,
овца́,sheep,"nom pl овцы, g pl овец, d pl овцам",,
относить/отнести,to take (somewhere),"p отнесу, отнесёшь; past отнёс, отнесла",,
падение,fall,,,
