во́ин,warrior,,,
горди́ться,to be proud of,"i горжусь, гордишься; Мы гордимся дочкой We’re proud of our daughter",,
го́рько,bitter(ly),,,
грустно,sad(ly),,,
гу́сто,thickly; densely,,,
доставаться/достаться,to fall to s.o.’s lot; (coll) catch it (be punished),i достаётся; p достанется,,
ду́ра,"idiot, stupid woman",,,
ежедне́вно,every day,,,
заканчиваться/закончиться,to end; finish,,,
изобрете́ние,invention,,,
катастрофа,disaster,,,
колебаться/по-,to sway; hesitate,"i колеблюсь, колеблешься",,
ла́мпочка,(light) bulb,g pl лампочек,,
леге́нда,legend,,,
летучий,flying,летучая мышь bat,,
мгла,"haze, gloom",,,
младший,younger; junior,,,
мы́слить,to think,,,
накрывать/накрыть,to cover; lay,"p накрою, накроешь; накрыть (на) стол to lay the table",,
непло́хо,not bad(ly),,,
ноль,zero,g sg ноля,,
нота,"note (music, diplomatic)",,,
ноты,sheet music,,,
обильный,abundant,,,
оборачиваться/обернуться,to turn round; turn out,,,
оте́чественный,of the fatherland; Russian,,,
оте́чество,fatherland,,,
отставать/отстать,to lag behind,"i отстаю, отстаёшь; p отстану, отстанешь",,
ощущение,"sensation, feeling",,,
па́мятный,memorable,,,
папа́ша,dad,= папа,,
патриоти́ческий,patriotic,,,
передний,front (adj),,,
перерыв,"break, interval",,,
повторяться/повториться,to be repeated,i повторяется,,
поди́,probably (coll),,,
подле́ц,scoundrel,g sg подлеца,,
подхватывать/подхватить,"to pick up, take up","p подхвачу, подхватишь",,
краснеть/по-,"to become red; blush, turn red","i краснею, краснеешь",,
поражать/поразить,to strike; astonish; rout,"p поражу, поразишь",,
предполагать/предположить,to suppose,"p предположу, предположишь",,
придавать/придать,"to impart, give (sth to sth)","i придаю, придаёшь; придавать значение чему-нибудь to treat sth as important; p придам, придашь, придаст, придадим, придадите, придадут, past придал, придала, придало",,
прие́зд,arrival,,,
пробираться/пробраться,"to make one’s way through, force one’s way","p проберусь, проберёшься, past пробрался, пробралась",,
протест,protest,,,
радоваться/об-,"to be glad (at), be pleased (about)","i радуюсь, радуешься; p обрадуюсь",,
ра́достный,"glad, joyful",,,
разноцветный,many-coloured,,,
расстреливать/расстрелять,to execute (by shooting),p расстреляю,,
реда́ктор,editor,nom pl редактора,,
рубить,to chop,"i рублю, рубишь",,
сдавать/сдать,"to hand in, hand over; rent, let; surrender, give up; i: take (exam); p: to pass (exam)","i сдаю, сдаёшь; p: сдам, сдашь, сдаст, сдадим, сдадите, сдадут, past сдал, сдала, сдало",,
следствие,consequence; investigation,,,
смущаться/смутиться,to be embarrassed,"p смущусь, смутишься",,
спускать/спустить,to lower; release,"p спущу, спустишь",,
су́хо,drily,,,
телевидение,television (medium),,,
телевизионный,television (adj),,,
трево́жно,anxiously,,,
тя́жкий,"heavy, serious",,,
увлекать/увлечь,"to carry away; fascinate, distract","p увлеку, увлечёшь, увлекут, past увлёк, увлекла",,
удо́бно,comfortably; conveniently; it’s convenient,,,
уход,"departure; (за +inst) caring (for), maintenance (of)",уход за ребёнком caring for а child,,
церко́вный,church (adj),,,
чуда́к,"eccentric person, crank",g sg чудака,,
экземпляр,copy (of book etc.),,,
юный,young,,,
беспоко́йный,"anxious, agitated",,,
бино́кль,binoculars,,,
верхушка,top; (coll) the bosses,g pl верхушек,,
взаимоотношение,interrelation,,,
во́семьдесят,eighty,"g, d, pr восьмидесяти, inst восемьюдесятью",,
вреза́ться,to cut into,"p: вре́заться, вре́жусь, вре́жешься",,
выгода,advantage,,,
вырабатывать/выработать,to produce; work out,,,
гладить/по-,to stroke; iron,"i глажу, гладишь",,
городок,small town,,,
гудок,"hooter, car horn; hooting",,,
договариваться/договориться,to reach agreement (with),,,
доса́да,annoyance,,,
дья́вол,devil,,,
жа́ркий,hot,,,
забы́тый,forgotten,,,
загадка,mystery; riddle,g pl загадок,,
загрязнение,pollution,,,
искра,spark,,,
и́скренно,sincerely,,,
исполнение,fulfilment; performance,,,
кидать/кинуть,to throw,,,
коллега,colleague,,,
куда-нибудь,anywhere,,,
мириться/по-/при-,to be reconciled with,по- р/при- р,,
моли́тва,prayer,,,
молчали́вый,taciturn,,,
мона́х,monk,,,
наблюда́ться,to be observed,,,
наве́рх,upwards,,,
наклоняться/наклониться,"to bend down, stoop, bend over","i наклоняюсь; p наклонюсь, наклонишься",,
намечать/наметить,to plan,"p намечу, наметишь",,
настаивать/настоять,"to insist, get one’s own way","p настою, настоишь",,
наставать/настать,to come (of seasons etc.),p настанет,,
обслуживание,service,,,
объединять/объединить,"to unite, combine",i объединяю,,
одина́ково,identically,,,
оди́ннадцать,eleven,,,
опаса́ться,to be afraid of,,,
организа́тор,organizer,,,
погля́дывать,to cast looks at,,,
полоте́нце,towel,g pl полотенец,,
работать/по-,"to work, work for a while",Он работает здесь|He works here,,
поразительный,astonishing,,,
постройка,building,g pl построек,,
престу́пник,criminal,,,
приве́т,greeting,,,
присутствовать,to be present,i присутствую,,
продажа,sale,,,
равноду́шный,indifferent (to),,,
расставаться/расстаться,to part (with/from),"i расстаюсь, расстаёшься; p расстанусь, расстанешься",,
расту́щий,growing,,,
рваться/по-/разорваться,"to tear, burst; want strongly (to do sth)","i рвусь, рвёшься, past рвался, рвалась",,
сеять/по-,to sow,"i сею, сеешь",,
слабость,weakness,,,
соединяться/соединиться,to unite,i соединяются,,
тогда́шний,then (adj),,,
уборка,tidying up; harvest,,,
уверять/уверить,to assure,"i уверяю, уверяешь",,
угадывать/угадать,to guess,,,
уда́чный,successful,,,
улучшать/улучшить,to improve,,,
утверждать/утвердить,to confirm,"p утвержу, утвердишь",,
учёба,"study, studying",,,
характеризовать,to characterize,"характеризую, характеризуешь; р also о-",,
хозяйский,owner’s; boss’s,,,
шкура,"skin, hide",,,
шу́ба,fur coat,,,
автомобильный,car (adj),,,
башня,tower,g pl башен,,
бе́глый,"quick, fleeting",,,
безрабо́тица,unemployment,,,
близость,closeness,,,
вдвоём,together (as a twosome),,,
взаме́н,"in exchange (for), instead (of)",,,
врываться/ворваться,to burst in,"p ворвусь, ворвёшься, past ворвался, ворвалась",,
выбираться/выбраться,to get out,"p выберусь, выберешься",,
выдвигать/выдвинуть,to move out; put forward,"p выдвину, выдвинешь",,
вылетать/вылететь,"to fly out, take off","p вылечу, вылетишь",,
вырывать/вырвать,to pull out,"p вырву, вырвешь",,
гвоздь,nail,"g sg гвоздя, nom pl гвозди, g pl - ей",,
гла́сность,openness,,,
гнездо,nest,nom pl гнёзда,,
грузови́к,"lorry, truck",g sg грузовика,,
дежу́рный,duty (adj); (as noun) person on duty,,,
до́рого,dearly,,,
дру́жно,"in harmony, simultaneously",,,
жара́,"heat, hot weather",,,
зде́шний,"local, from here",,,
изображать/изобразить,to depict,"p изображу, изобразишь",,
испу́ганный,frightened,,,
казённый,belonging to the State,,,
ка́к-нибудь,somehow; anyhow; sometime (in the future),,,
карто́шка,potatoes (coll),no pl,,
кривой,squint,,,
куртка,(short) jacket,g pl курток,,
лгать/со-,"to lie, tell lies, tell a lie","i лгу, лжёшь, лгут, past лгал, лгала, лгало",,
марка,"postage stamp; brand, trade mark",g pl марок,,
махать/по-/махнуть,to wave,"i машу, машешь; по- р/ махнуть р",,
ми́тинг,political meeting,,,
налёт,raid; thin coating,,,
нали́чие,presence,,,
некий,a certain,g sg некоего,,
неподалёку,not far away,,,
неприя́тность,unpleasantness,,,
обвинение,accusation,,,
обвинять/обвинить,to accuse (s.o. of sth),"i обвиняю, обвиняешь",,
оборот,"turn, revolution; turnover; reverse (of page etc.); turn of phrase",смотри на обороте РТО,,
обслуживать/обслужить,to serve (s.o.),,,
обы́чай,custom,,,
обязательный,compulsory,,,
ого́,oho!,,,
отражение,reflection,,,
подпись,signature,,,
подсчитывать/подсчитать,"to count up, calculate",,,
подчинять/подчинить,"to subordinate, subject (s.o. to s.o. or sth)",i подчиняю,,
покидать/покинуть,to abandon,,,
полчаса,half an hour,"g sg получаса, nom pl получасы",,
поправлять/поправить,"to correct, put right","i поправляю; p поправлю, поправишь",,
посети́тель,visitor,,,
предпринимать/предпринять,to undertake,"p предприму, предпримешь; f past предприняла",,
прибавлять/прибавить,to add,"i прибавляю; p прибавлю, прибавишь",,
приговор,"verdict, sentence",,,
разделять/разделить,to divide; separate; share,"i разделяю; p разделю, разделишь",,
смеяться/рас-,to burst out laughing,"p рассмеюсь, рассмеёшься",,
рассуждение,"reasoning, argument",,,
рестора́н,restaurant,,,
сбрасывать/сбросить,to drop; throw off,"p сброшу, сбросишь",,
сволочь,"swine, bastard (coll)",g pl сволочей,,
слы́шно,"audible, audibly",Мне ничего не слышно I can’t hear anything,,
совместный,"joint, combined",,,
соединять/соединить,"to unite, join","соединяю, соединяешь",,
соответствие,accordance,в соответствии с +inst in accordance with,,
специальность,speciality; profession,,,
срочный,urgent,,,
ста́рость,old age,на старости лет in one’s old age,,
стреми́тельно,swiftly; impetuously,,,
стро́йный,harmonious; well-proportioned,,,
схема,diagram,,,
счастливо,happily,,,
традиционный,traditional,,,
тысячеле́тие,millennium,,,
уважа́емый,respected,,,
уголо́вный,criminal (adj),,,
удовлетворять/удовлетворить,to satisfy; (+d) be in accordance with,i удовлетворяю,,
уступать/уступить,"to yield, give up, cede (sth to s.o.)","p уступлю, уступишь",,
характеристика,description; reference (for job etc.),,,
широта,width,nom pl широты,,
безобра́зие,ugliness; scandalous,,,
беспорядочный,disorderly,,,
благополу́чие,well-being,,,
брита́нский,British (adj),,,
бумажный,paper (adj),,,
важность,importance,,,
вблизи,close by,,,
вглядываться/вглядеться,"to gaze at, study, look closely at, peer at","p вгляжусь, вглядишься",,
вековой,centuries-old,,,
видеться/у-,"to see one another, see each other","i вижусь, видишься",,
восстановление,restoration,,,
вручать/вручить,"to hand, hand over",,,
всесторонний,all-round; thorough,,,
гром,thunder,,,
дру́жеский,friendly,,,
ду́ма,thought; duma (Russian parliament),,,
жа́жда,thirst,,,
забираться/забраться,"to get, climb (into/onto)","p заберусь, заберёшься, past забрался, забралась",,
заведение,institution,высшее учебное заведение (вуз) institution of higher education,,
задерживать/задержать,to delay; arrest,"p задержу, задержишь",,
законный,legal,,,
затра́та,expense,,,
избегать/избежать,to avoid,"p избегу, избежишь, избегут",,
извиняться/извиниться,to apologize (to),i извиняюсь,,
качаться/качнуться,"to rock, swing",,,
кипеть/вс-,"to boil, be boiling","i киплю, кипишь",,
клевета́,slander,,,
коробка,box,g pl коробок,,
лека́рство,medicine,,,
миг,moment,,,
минова́ть,"to pass, pass by","миную, минуешь; Опасность миновала The danger has passed",,
мо́рда,"snout, muzzle; (coll) face",,,
мутный,"turbid, clouded",,,
нарушать/нарушить,"to disturb, violate, break, infringe",нарушить правило to break a rule,,
небывалый,unprecedented; (coll) inexperienced,,,
не́куда,there is nowhere,Некуда идти There is nowhere to go,,
нема́лый,considerable,,,
непра́вильно,incorrectly,,,
неправильный,incorrect,,,
нищета́,poverty,,,
обстоя́ть,to be,Как обстоит дело? How’s it going?,,
общежи́тие,hostel,,,
определение,definition,,,
оратор,"orator, speaker",,,
осторожный,"careful, cautious",,,
отражаться/отразиться,to be reflected,"p отражусь, отразишься",,
охранять/охранить,to guard,i охраняю,,
очаг,hearth,g sg очага,,
переносить/перенести,"to transfer, carry over; postpone","i переношу, переносишь; p перенесу, перенесёшь, past перенёс, перенесла",,
повсюду,everywhere,,,
подпольный,underground (adj),,,
по́лдень,midday,g полудня,,
порывать/порвать,to tear; break off,"p порву, порвёшь, f past порвала; порвать отношения с кем-нибудь to break off relations with s.o.",,
поруче́ние,"commission, errand",,,
посреди,in the middle (of),,,
требоваться/по-,"to be necessary, be needed",i: требуется; p потребуется,,
предстоя́щий,"forthcoming, imminent",,,
привлекать/привлечь,to attract,"p привлеку, привлечёшь, привлекут, past привлёк, привлекла",,
проваливаться/провалиться,to fall through; (coll) fail (exam); (coll) vanish,"p провалюсь, провалишься",,
происшествие,"incident, occurrence",,,
пусто,(it’s) empty; emptily,В комнате пусто The room is empty,,
пустота,emptiness,,,
решимость,"determination, resoluteness",,,
рождать/родить,to give birth,"p рожу, родишь, f past родила; рож(д)ать i",,
свободно,freely,,,
свяще́нный,"holy, sacred",,,
сме́лость,"bravery, courage",,,
текст,text,,,
товарный,goods (adj),товарный знак trade mark,,
турист,tourist; hiker,,,
уби́йство,murder,,,
убыток,loss,,,
укладывать/уложить,"to lay (down); pack, stack","p уложу, уложишь",,
упражнение,exercise,,,
цивилиза́ция,civilization,,,
чин,rank,nom pl чины,,
шевелиться/по-,to stir,p: по-/шевельнуться,,
автобус,bus,,,
бесспо́рно,indisputably,,,
бесстра́шный,fearless,,,
благода́рность,gratitude,,,
брю́ки,trousers,g pl брюк,,
вождь,leader,g sg вождя,,
вспышка,flash,g pl вспышек,,
вытекать/вытечь,to flow out,"i Отсюда вытекает, что ... It follows from this that...",,
гладкий,smooth,,,
грубо,coarsely,,,
давить,"to press, put pressure on","i давлю, давишь",,
двадца́тый,twentieth,,,
делиться/раз-,(на +a) to be divided (into),"i делюсь, делишься",,
де́скать,"(indicating reported speech) ‘he said’, ‘they said’ etc. (coll)","Он, дескать, женился I heard he’d got married",,
дрянь,rubbish (coll),,,
за́втрак,breakfast,,,
замечание,remark,,,
зелень,greenery,,,
наглядный,"clear, graphic",,,
нагрузка,load; workload,,,
на́добность,"necessity, need",,,
недо́лго,not (for) long,,,
недоступный,inaccessible,,,
независимо,independently,,,
неясный,unclear,,,
нуль,zero,g sg нуля,,
ограниченный,limited,,,
осматривать/осмотреть,"to examine; look round (sth), inspect","p осмотрю, осмотришь",,
отвергать/отвергнуть,to reject,,,
пи́во,beer,,,
побережье,coast,,,
пода́льше,a little further (coll),,,
ползти/по-,to crawl,"i ползу, ползёшь, past полз, ползла",,
прибегать/прибегнуть,to run to; resort to,i прибежать,,
проти́вный,disgusting,,,
пушистый,"fluffy, downy",,,
пы́шный,luxuriant,,,
разби́тый,broken,,,
сбо́ку,from the side,,,
валиться/с-,to fall down,p свалишься; валиться i/сваливаться i,,
симпатия,liking (for s.o.),,,
ска́зочный,fairy-tale (adj),,,
слабо,weakly,,,
сла́дко,sweetly,,,
справедли́во,"justly, fairly; correctly",,,
сталкиваться/столкнуться,to collide with,,,
сторонник,supporter,,,
типичный,typical,,,
тонуть/по-/у-,to sink; drown,"i тону, тонешь; по-/у- p",,
трамвай,"tram, streetcar",,,
тротуар,"pavement, sidewalk",,,
увлекаться/увлечься,to be keen on,,,
уводить/увести,to lead away,"i увожу, уводишь; p уведу, уведёшь, past увёл, увела",,
хор,chorus; choir,nom pl хоры,,
че́тверо,"four, foursome",У них четверо детей They have four children,,
чистота,cleanliness; purity,,,
босо́й,barefoot,,,
вертеть/по-,to twirl,"i верчу, вертишь",,
всходить/взойти,to ascend,"p взойду, взойдёшь, past взошёл, взошла; всходить i/восходить i",,
вмешиваться/вмешаться,to interfere (in),,,
во́льный,free,,,
воротник,collar,g sg воротника,,
вы́думка,"invention; fabrication, lie",g pl выдумок,,
выслушивать/выслушать,to hear (s.o.) out,,,
выставлять/выставить,"to display, put forward","i выставляю; p выставлю, выставишь",,
гру́сть,sadness,,,
даваться/даться,"to be given; come easily (to s.o.), be learnt easily","i даётся; p дамся, дашься, дастся, дадимся, дадитесь, дадутся, past дался, далась",,
дата,date,,,
дипломат,diplomat; attaché-case,,,
единственно,only,,,
жать/с-,to squeeze; to harvest,"squeeze: жму, жмёшь; harvest: жну, жнёшь",,
жу́лик,petty thief; cheat,,,
за́втрашний,tomorrow’s,,,
звенеть/за-,to ring; (+inst) jingle,"i звеню, звенишь",,
игру́шка,toy,g pl игрушек,,
излагать/изложить,"to set out, expound, put in words","p изложу, изложишь",,
исправлять/исправить,to correct,"p исправлю, исправишь",,
кафе́,cafe,,,
ка́ша,"kasha (porridge made of buckwheat, semolina or oatmeal)",,,
коллективный,collective,,,
контора,office,,,
маршрут,route,,,
могу́щество,"power, might",,,
наде́лать,to make; (coll) to do,наделать глупостей to do a lot of stupid things,,
нару́жу,outside,,,
неви́данный,unprecedented,,,
невысо́кий,"low, short",,,
недостаточный,insufficient,,,
незначительный,insignificant,,,
необычный,unusual,,,
неподви́жно,"motionlessly, still",,,
нервный,nervous,,,
ничу́ть,not in the least (coll),,,
ножка,"leg; stem (of wineglass, mushroom)",g pl ножек,,
облегчать/облегчить,to lighten; simplify; make easier,,,
обрывать/оборвать,to tear off; interrupt,"p оборву, оборвёшь, f past оборвала",,
обрабатывать/обработать,"to process, work on",,,
обувь,footwear,no pl,,
ожидание,waiting; expectation,,,
опора,support,,,
отде́льно,separately,,,
отбирать/отобрать,to take away; select,"p отберу, отберёшь, f past отобрала",,
отрываться/оторваться,"to be torn off, break away","p оторвусь, оторвёшься, past оторвался, оторвалась",,
отрицательный,negative,,,
отча́янный,desperate,,,
очути́ться,to find oneself,"no 1st pers sg, очутишься; no i",,
пе́сенка,song,g pl песенок,,
побо́льше,a bit more,,,
быть/по-,to stay for a while,"p побуду, побудешь, past побыл, побыла, побыло",,
подсказывать/подсказать,"to prompt, suggest","p подскажу, подскажешь",,
советоваться/по-,to consult (s.o.),p советуюсь,,
претензия,claim,,,
проезжать/проехать,to drive through or past,"p проеду, проедешь",,
развивать/развить,to develop,"p разовью, разовьёшь, past развил, развила, развило",,
разрушать/разрушить,"to destroy, ruin",,,
рассмотрение,"examination, scrutiny",,,
реветь/за-,"to roar, howl","i реву, ревёшь",,
рекомендова́ть,to recommend,рекомендую,,
риск,risk,,,
рукопись,manuscript,,,
ручной,hand (adj); tame,,,
рама,frame,,,
сдаваться/сдаться,"to surrender, give up","i сдаюсь, сдаёшься; p сдамся, сдашься, сдастся, сдадимся, сдадитесь, сдадутся, f past сдалась",,
скрытый,hidden,,,
согласие,agreement,,,
сходиться/сойтись,to meet; form a liaison with; agree,"i схожусь, сходишься; p сойдёмся, past сошлись",,
со́лнышко,sun (dim),,,
страда́ние,suffering,,,
сходство,similarity,,,
сы́тый,"replete, full","short forms сыт, сыта, сыты",,
убеди́тельно,"convincingly, earnestly",,,
уби́йца,murderer,,,
удерживаться/удержаться,to stand firm; restrain os,"p удержусь, удержишься",,
укреплять/укрепить,to strengthen,"i укрепляю; p укреплю, укрепишь",,
уносить/унести,to carry away,"i уношу, уносишь; p унесу, унесёшь, past унёс, унесла",,
упря́мо,stubbornly,,,
услу́га,"service, favour",,,
храм,"temple, church",,,
частый,frequent,,,
яйцо,egg,"nom pl яйца, g pl яиц, d pl яйцам",,
блю́до,"dish, course (of meal)",,,
вероятность,probability,по всей вероятности in all probability,,
ветеро́к,breeze,,,
трудя́щийся,labouring  (participle),трудящиеся the working people,,
мело́дия,melody,,,
посадка,boarding (of plane etc.); landing; planting,g pl посадок,,
сало,"fat, lard",,,
устраиваться/устроиться,to make arrangements; settle down; get a job; work out well,,,
химия,chemistry,,,
выть/за-,to howl,"i вою, воешь",,
самостоя́тельность,independence,,,
старичок,(little) old man,,,
тенденция,tendency,,,
застой,stagnation,,,
юбиле́й,"jubilee, anniversary",,,
администрати́вный,administrative,,,
перчатка,glove (with fingers),g pl перчаток,,
разду́мье,"meditation, thought",,,
большеви́к,Bolshevik,g sg большевика,,
хозяйственный,economic,,,
химический,chemical,,,
таблица,table (of figures),,,
фаши́ст,Fascist,,,
лесной,forest (adj); forestry (adj),,,
металлический,metallic,,,
резерв,reserve,иметь в резерве to have in reserve; экономические резервы economic reserves,,
винто́вка,rifle,g pl винтовок,,
атом,atom,,,
конструкция,construction,,,
совхо́з,"state farm, sovkhoz",,,
органи́ческий,organic,,,
материя,matter,,,
фундамент,foundation,,,
частица,small part; particle,,,
чертёж,technical drawing,g sg чертежа,,
строение,construction,,,
сырьё,raw material(s),no pl,,
гва́рдия,Guards,,,
пакет,packet; bag (paper or plastic),,,
пистолет,pistol,,,
социалисти́ческий,socialist,,,
отря́д,detachment (organized group of soldiers or workers),,,
палуба,deck (of a ship),,,
артилле́рия,artillery,,,
объединение,"union, association",,,
ядерный,nuclear,,,
буржуа́зный,bourgeois,,,
партиза́н,partisan,,,
технологический,technological,,,
физика,physics,,,
научно-исследовательский,scientific-research (adj),научно-исследовательский институт (НИИ) research institute,,
гео́лог,geologist,,,
дрова,firewood,g pl дров,,
италья́нский,Italian (adj),,,
диктату́ра,dictatorship,,,
машинный,machine (adj),,,
разведчик,"secret agent; scout, prospector",,,
академи́ческий,academic,,,
отказывать/отказать,to refuse (s.o. sth),"p откажу, откажешь",,
сетка,net; string-bag,g pl сеток,,
сменяться/смениться,to be replaced,"i сменяется; p сменюсь, сменишься",,
со́вестно,ashamed,Ему было совестно Не was ashamed,,
соло́ма,straw,,,
соперник,rival,,,
таково́й,such,как таковой as such,,
телегра́ф,telegraph,,,
формирование,formation,,,
юридический,"legal, law (adj)",,,
банка,"jar, can",g pl банок; банка пива can of beer,,
авиация,aviation,,,
актуа́льный,topical,,,
аристокра́тия,aristocracy,,,
баржа,barge,,,
батальо́н,battalion,,,
башка́,head,no g pl,,
богаты́рь,"bogatyr, hero",g sg богатыря,,
боти́нок,(low) boot,g pl ботинок,,
ваго́нчик,"small wagon, coach",,,
промежуток,"interval; space, gap",промежуток времени period of time,,
бето́н,concrete,,,
горя́щий,burning (adj),,,
диплом,"diploma, degree",,,
конститу́ция,constitution,,,
листва,foliage,,,
медь,copper (noun),,,
нету,there isn’t/aren’t (= нет) (coll),Времени нету I’ve got no time,,
обыкнове́нно,usually,,,
проволока,wire,колючая проволока barbed wire,,
путешественник,traveller,,,
функция,function,,,
аге́нтство,agency,,,
бульва́р,avenue,,,
газовый,gas (adj),газовая плита gas stove,,
изда́тель,publisher,,,
кабы́,if (coll),,,
кнопка,"button, knob; drawing-pin",g pl кнопок,,
ку́рица,hen,"nom pl куры, g pl кур",,
ве́точка,"twig, sprig",g pl веточек,,
взаимодействие,interaction,,,
взволно́ванно,anxiously,,,
вздо́х,sigh,,,
влажный,damp,,,
вози́ться,to fiddle (with),"i вожусь, возишься",,
отводить/отвести,to take aside,"i отвожу, отводишь; p отведу, отведёшь, past отвёл, отвела",,
вплотную,close up (to),,,
всматриваться/всмотреться,to look closely at,,,
вся́чески,in every way possible,,,
глазок,small eye; peephole,,,
головка,small head,g пл головок,,
грамм,gram(me),g pl граммов or (coll) грамм,,
грань,"border, verge; facet, edge",,,
дар,gift,nom pl дары,,
дипломати́ческий,diplomatic,,,
дистанция,distance,,,
доверять/доверить,to trust (s.o.); (+a +d) entrust (sth to s.o.),"i доверяю, доверяешь",,
донско́й,(of the river) Don,,,
дра́ма,drama,,,
жени́х,fiancé,g sg жениха,,
жилой,"dwelling (adj), residential","жилая площадь living space, accommodation",,
заворачивать/завернуть,to wrap; (за +а) turn (a corner),p Она завернула за угол She turned the corner,,
заключённый,"(as noun) prisoner, convict",,,
заслуживать/заслужить,"to merit, achieve by merit, deserve","i (+g)/p (+a) заслужу, заслужишь",,
затягивать/затянуть,to tighten,"p затяну, затянешь",,
звёздочка,small star; asterisk,g pl звёздочек,,
идеологи́ческий,ideological,,,
индустрия,industry,,,
инструкция,instructions,,,
карье́ра,career,,,
князь,prince,nom pl князья,,
ковш,"scoop, ladle",g sg ковша,,
команди́рский,commander’s,,,
конкурс,competition,,,
кот,tomcat,g sg кота,,
ликвидировать,to liquidate,ликвидирую,,
метро,"metro, underground",,,
мрамор,marble,,,
му́жественный,"manly, courageous",,,
наверняка,"for sure; safely, without taking risks",,,
надо́лго,for a long time,,,
насме́шливо,"mockingly, sarcastically",,,
насыпь,embankment,,,
начальный,"initial, primary",,,
недра,"depths, bowels (of the earth)",g pl недр,,
неприя́тно,(it’s) unpleasant; unpleasantly,,,
ня́ня,nurse,g pl нянь,,
обучение,teaching (of sth); training (in sth),обучение грамоте teaching of literacy,,
обходить/обойти,to go round; avoid,"i обхожу, обходишь; p обойду, обойдёшь, past обошёл, обошла",,
опаздывать/опоздать,to be late (for),,,
оросительный,irrigation (adj),,,
отличать/отличить,to distinguish,,,
паспорт,passport,nom pl паспорта,,
пачка,"packet, pack",g pl пачек,,
па́шня,ploughed field,g pl пашен,,
пёс,dog (coll),п(ё)с; g sg пса,,
пла́новый,"planned, planning",,,
плоскость,flatness; plane (surface),,,
по-ва́шему,in your opinion; as you want,Пусть будет по-вашему Have it your own way,,
подборо́док,chin,,,
подвода,cart,,,
кланяться/поклониться,to bow,"i кланяюсь; p поклонюсь, поклонишься",,
поперечный,transverse,,,
популя́рный,popular,,,
последовательно,consistently,,,
посме́иваться,to chuckle,,,
предусматривать/предусмотреть,"to envisage, stipulate, foresee","p предусмотрю, предусмотришь",,
преобразование,transformation; reform,,,
протестовать/за-,to protest (against),i протестую,,
противоположный,opposite; contrary,,,
радиостанция,radio station,,,
разделение,division,,,
размышлять/размыслить,to ponder (on),i размышляю,,
рай,paradise,pr sg в раю,,
расширять/расширить,"to broaden, expand",i расширяю,,
ре́дкость,rarity,,,
родня́,relatives,,,
ручей,"brook, stream","g sg ручья, g pl ручьёв",,
сводиться/свестись,to reduce (to),i сводится,,
серебро,silver,,,
сказываться/сказаться,to have an effect (на +pr) on; proclaim oneself,p скажется,,
слесарь,"metal worker, fitter",nom pl слесаря,,
сменять/сменить,"to replace, change","i сменяю; p сменю, сменишь",,
сниться/при-,"to appear in a dream, see in a dream","i Мне снилось, что ... I dreamt that…; p Она мне приснилась I dreamt about her",,
ссылка,internal exile (inside Russia),,,
соседство,vicinity,жить по соседству to live nearby,,
сосна,pine-tree,"nom pl сосны, g pl сосен",,
стесняться/по-,to be shy,i стесняюсь; He стесняйся Don’t be shy,,
судебный,"judicial, legal",,,
торжество́,celebration; triumph,,,
угнете́ние,oppression,,,
уговаривать/уговорить,"to persuade, urge",,,
узор,pattern,,,
украи́нский,Ukrainian,,,
уника́льный,unique,,,
уставляться/уставиться,"to fix one’s gaze (on), stare (at)","p уставлюсь, уставишься",,
устойчивый,stable,,,
численность,"total number, quantity",,,
шарик,(small) ball,,,
эксперимент,experiment,,,
энергетический,"power, energy (adj)",энергетические ресурсы energy resources,,
э́такий,such (= такой) (coll),,,
япо́нец,Japanese man,,,
ве́сить,to weigh (intrans),"i вешу, весишь; Сколько это весит? How much does this weigh?",,
жидкий,"liquid; thin, feeble",,,
ма́тушка,mother (coll),,,
парадный,ceremonial; main,парадная дверь front door,,
построение,construction,,,
тянуться/по-,to stretch; stretch os,"p потянусь, потянешься",,
разбо́йник,brigand,,,
ребяти́шки,"children, kids (coll)",g pl ребятишек,,
ста́туя,statue,,,
тракторный,tractor (adj),,,
азиа́тский,Asian (adj),,,
ансамбль,ensemble,,,
близнец,twin,g sg близнеца,,
владение,"possession, ownership",,,
земледе́лец,"farmer, peasant farmer",g sg земледельца,,
бровь,eyebrow; brow,g pl бровей,,
пра́вящий,ruling (adj),правящая верхушка ruling clique,,
расположение,arrangement; location; liking; inclination,,,
рельс,rail,сойти с рельсов to go off the rails,,
рефо́рма,reform,,,
речной,river (adj),,,
руль,steering-wheel; helm,g sg руля,,
степно́й,steppe (adj),,,
сыно́к,sonny (form of address),,,
теплота,warmth,,,
трение,friction,,,
ту́ндра,tundra (treeless northern wastes),,,
установление,establishment,,,
языково́й,linguistic,,,
яркость,brightness,,,
амбар,barn; storehouse,,,
аспирант,postgraduate (noun),,,
ба́бий,women’s (coll; sexist),"f бабья, n бабье",,
беспло́дный,barren; fruitless,,,
ворча́ть,to grumble; growl,"ворчу, ворчишь",,
диаметр,diameter,,,
дореволюционный,pre-revolutionary,,,
ка́торга,"hard labour, penal servitude",,,
компас,compass,,,
лече́ние,"healing, treatment",,,
мерзавец,scoundrel (coll),,,
набережная,embankment; sea-front,,,
накопление,accumulation,,,
оглядывать/оглянуть,"to inspect, look over",,,
парадокс,paradox,,,
видать/по-,to see (coll),no pres,,
